variant_id,stop_id
613984,1581
613984,1502
613984,1572
613985,1573
613985,1501
613985,1580
613985,2817
613985,1531
613986,1542
613986,3523
613986,1419
613986,1547
613987,1548
613987,1420
613987,3521
613987,1541
613988,1542
613988,2819
613988,3523
613988,1418
613988,2031
613988,1897
613989,1897
613989,2034
613989,1417
613989,3521
613989,2820
613989,1541
613990,1398
613990,3522
613990,1418
613990,2033
613990,1570
613990,1628
613991,1629
613991,2034
613991,1417
613991,3521
613991,1397
613992,1746
613992,1655
613992,1420
613992,1581
613992,1573
613993,1573
613993,1501
613993,1580
613993,1419
613993,1654
613993,1747
613994,1581
613994,1502
613995,1501
613995,1580
613995,1544
613997,1398
613998,1397
614000,1398
614001,1501
614001,1580
614002,1397
614003,1581
614003,1502
614004,1680
614004,2034
614004,1417
614004,3521
614004,1397
614005,1398
614005,3522
614005,1418
614005,2031
614005,1868
614011,1868
614012,1585
614012,1868
614015,2034
614015,1417
614015,3521
614015,1397
614017,1680
614019,1398
614019,3522
614019,1418
614019,2031
614021,1680
614021,1614
614021,2817
614021,1497
614024,1603
614024,1497
614024,2818
614024,1459
614024,1868
614026,1680
614027,1869
614035,1582
614035,1614
614035,2817
614035,1531
614035,1408
614039,1409
614039,1542
614039,1579
614039,1583
614040,1542
614040,1579
614041,1531
614043,1587
614048,1586
614049,1582
614049,1614
614049,2817
614050,1586
614051,1582
614051,2817
614056,1528
614056,1748
614056,1655
614056,1547
614056,3524
614056,2820
614056,1541
614056,1579
614056,1585
614060,1528
614060,1748
614060,1655
614060,1547
614060,3524
614060,2820
614060,1541
614060,1579
614060,1585
614066,1584
614066,1578
614066,1544
614066,3523
614066,1548
614066,1747
614070,3523
614070,1548
614070,1747
614075,1398
614075,1541
614075,1615
614075,1583
614084,1582
614086,1587
614088,1531
614089,1531
614091,1532
614091,2818
614091,1583
614092,1532
614092,2818
614092,1583
614093,1586
614094,1586
614099,1548
614099,1420
614099,1502
614099,1572
614101,1581
614101,1502
614101,1572
614102,1573
614102,1501
614102,1580
614102,1419
614102,1547
614103,1573
614103,1501
614103,1580
614105,1573
614105,1501
614105,1580
614108,1502
614108,1572
614109,1548
614109,1420
614109,1581
614109,1502
614109,1572
614112,1548
614112,1420
614112,1502
614112,1572
614114,1581
614114,1502
614114,1572
614115,1419
614115,1547
614119,1548
614119,1420
614120,1542
614125,1541
614132,1751
614133,1748
614133,1655
614133,1420
614133,1543
614133,1410
614141,1584
614141,1420
614141,3521
614141,2820
614141,1497
614142,1603
614142,1497
614142,2818
614142,3523
614142,1419
614142,1471
614142,1749
614143,3522
614143,1419
614143,1471
614143,1749
614144,1584
614144,1472
614144,1749
614147,1746
614153,1751
614154,1868
614155,1680
614155,1750
614157,1750
614158,1680
614159,1746
614159,1420
614159,1581
614159,1502
614159,1572
614162,1581
614162,1502
614162,1572
614164,1472
614164,1749
614165,1581
614165,1502
614165,1572
614166,1573
614166,1501
614166,1580
614167,1746
614169,1573
614169,1501
614169,1580
614170,1581
614170,1502
614170,1572
614171,1897
614172,1897
614172,1651
614172,2817
614174,1897
614174,1651
614174,2817
614174,1497
614178,1897
614179,1495
614180,1495
614181,1495
614183,1897
614186,1580
614187,1580
614187,1418
614187,2031
614187,1495
614188,1580
614188,1418
614188,2031
614189,1897
614189,2034
614189,1417
614189,1581
614191,1418
614191,2031
614191,1897
614192,1581
614193,1581
614195,1573
614198,1897
614199,1897
614203,1581
614207,1495
614209,1580
614211,1897
614213,2034
614213,1417
614213,1496
614213,1604
614218,2033
614218,1628
614219,1629
614219,2031
614220,1496
614220,1604
614221,2033
614221,1628
614226,1603
614226,1497
614227,2820
614227,1496
614227,1604
614228,2548
614231,1573
614231,1501
614231,1580
614231,2817
614232,1573
614232,1501
614232,1580
614234,2820
614234,1581
614234,1502
614234,1572
614235,2818
614235,1581
614235,1502
614235,1572
614236,1407
614237,1581
614237,1502
614237,1572
614238,1578
614238,2817
614238,1531
614240,1407
614240,2818
614240,1617
614240,1581
614240,1502
614240,1572
614242,1531
614246,1573
614246,1501
614246,1580
614247,1542
614248,1548
614248,1420
614248,3521
614251,1541
614255,1548
614255,1420
614255,3521
614256,3522
614256,1419
614256,1547
614260,1897
614260,2034
614260,1417
614260,3521
614260,2820
614260,1541
614262,1897
614262,2034
614262,1417
614262,3521
614262,2820
614263,2820
614263,1541
614264,1531
614264,1408
614265,3523
614265,1418
614265,2031
614265,1897
614266,1409
614266,1542
614266,3523
614266,1418
614266,2031
614266,1897
614269,1897
614269,2034
614269,1417
614269,3521
614270,1407
614272,1398
614272,3522
614272,1418
614275,2033
614275,1570
614275,1628
614276,1628
614277,2033
614277,1570
614277,1628
614278,1629
614278,2034
614278,1417
614278,3521
614278,1397
614279,1629
614281,1398
614281,3522
614281,1418
614281,2033
614281,1570
614281,1628
614284,2034
614284,1417
614284,3521
614284,1397
614286,1398
614286,3522
614286,1418
614286,2033
614286,1570
614287,1573
614287,1501
614287,1580
614289,1581
614289,1573
614291,1746
614291,1655
614291,1420
614292,1746
614292,1655
614292,1420
614293,1573
614293,1501
614294,1419
614294,1654
614294,1747
614295,1581
614295,1502
614295,1573
614296,1497
614296,1581
614296,1502
614296,1573
614298,1581
614298,1502
614298,1573
614299,1573
614300,1419
614300,1654
614300,1747
614301,1501
614301,1580
614301,1397
614302,1398
614302,1581
614302,1502
614303,1501
614303,1580
614303,1397
614304,1398
614304,2820
614304,1581
614304,1502
614305,1680
614305,2034
614305,1417
614305,3521
614305,1397
614306,1398
614306,3522
614306,1418
614306,2031
614306,1868
614307,1680
614307,1614
614307,2817
614307,1497
614308,1497
614308,2818
614308,1459
614308,1868
614309,1582
614309,1614
614309,2817
614309,1531
614310,1542
614310,1579
614310,1583
614311,1528
614311,1748
614311,1655
614311,1547
614311,3524
614311,2820
614311,1541
614311,1579
614311,1585
614312,1584
614312,1578
614312,1544
614312,3523
614312,1548
614312,1747
614313,1582
614313,1614
614313,1543
614313,1397
614314,1398
614314,1541
614314,1615
614314,1583
614315,1582
614315,1578
614315,1544
614316,1532
614316,2818
614316,1583
614317,1548
614317,1420
614317,1581
614317,1502
614317,1572
614318,1573
614318,1501
614318,1580
614318,1419
614318,1547
614319,1542
614319,1419
614319,1654
614319,1749
614320,1748
614320,1655
614320,1420
614320,1543
614321,1746
614321,1420
614321,3521
614321,2820
614321,1497
614322,1497
614322,2818
614322,3523
614322,1419
614322,1471
614322,1749
614323,1751
614323,1868
614324,1680
614324,1750
614325,1746
614325,1420
614325,1581
614325,1502
614325,1572
614326,1573
614326,1501
614326,1580
614326,1616
614326,1419
614326,1471
614326,1749
614327,1497
614327,2818
614327,2031
614327,1495
614328,1897
614328,2032
614328,1651
614328,2817
614328,1497
614329,1897
614329,2034
614329,1417
614329,1581
614330,1580
614330,1418
614330,2031
614330,1897
614331,1629
614331,2034
614331,1417
614331,1496
614331,1604
614332,1603
614332,1497
614332,1441
614332,1418
614332,2033
614332,1628
614333,1407
614333,2818
614333,1617
614333,1581
614333,1502
614333,1572
614334,1573
614334,1501
614334,1580
614334,2817
614334,1531
614335,1542
614335,3523
614335,1419
614335,1547
614336,1548
614336,1420
614336,3521
614336,1541
614337,1542
614337,2819
614337,3523
614337,1418
614337,2031
614337,1897
614338,1897
614338,2034
614338,1417
614338,3521
614338,2820
614338,1541
614339,1398
614339,3522
614339,1418
614339,2033
614339,1570
614339,1628
614340,1629
614340,2034
614340,1417
614340,3521
614340,1397
614341,1746
614341,1655
614341,1420
614341,1581
614341,1573
614342,1573
614342,1501
614342,1580
614342,1419
614342,1654
614342,1747
614343,1581
614343,1502
614344,1501
614344,1580
614344,1544
614345,1501
614345,1580
614346,1398
614347,1397
614349,1398
614350,1501
614350,1580
614351,1397
614352,1581
614352,1502
614354,1398
614354,3522
614354,1418
614354,2031
614354,1868
614355,1357
614360,1868
614366,1680
614371,2820
614371,1497
614372,1680
614372,1614
614372,2817
614372,1496
614372,1604
614372,1484
614373,1603
614373,1497
614373,2818
614373,1459
614373,1868
614375,1680
614376,1869
614384,1582
614384,1614
614384,2817
614384,1531
614384,1408
614390,1531
614392,1587
614397,1586
614399,1586
614400,1582
614400,2817
614404,1583
614405,1528
614405,1748
614405,1655
614405,1547
614405,3524
614405,2820
614405,1541
614405,1579
614405,1585
614409,1528
614409,1748
614409,1655
614409,1547
614409,3524
614409,2820
614409,1541
614409,1579
614409,1585
614424,1398
614424,1541
614424,1615
614424,1583
614431,1614
614431,1543
614431,1397
614435,1587
614437,1531
614438,1531
614440,1532
614440,2818
614440,1583
614441,1532
614441,2818
614441,1583
614442,1586
614448,1548
614448,1420
614448,1502
614448,1572
614451,1573
614451,1501
614451,1580
614451,1419
614451,1547
614453,1573
614453,1501
614453,1580
614453,1419
614453,1547
614457,1502
614457,1572
614458,1548
614458,1420
614458,1581
614458,1502
614458,1572
614459,1548
614459,1420
614459,1581
614459,1502
614459,1573
614464,1419
614464,1547
614468,1548
614468,1420
614469,1542
614481,1751
614482,1748
614482,1655
614482,1420
614482,1543
614482,1410
614491,1603
614491,1497
614491,2818
614491,3523
614491,1419
614491,1471
614491,1749
614492,3522
614492,1419
614492,1471
614492,1749
614493,1584
614493,1472
614493,1749
614496,1746
614499,1807
614499,1750
614500,1751
614500,1868
614502,1751
614503,1868
614504,1680
614504,1750
614505,1750
614506,1750
614507,1680
614508,1746
614508,1420
614508,1581
614508,1502
614508,1572
614511,1581
614511,1502
614511,1572
614513,1472
614513,1749
614516,1746
614518,1573
614518,1501
614518,1580
614519,1581
614519,1502
614519,1572
614521,1897
614521,1651
614521,2817
614527,1897
614528,1495
614535,1580
614536,1580
614536,1418
614536,2031
614536,1495
614538,1897
614538,2034
614538,1417
614538,1581
614542,1581
614547,1897
614548,1897
614549,1897
614556,1495
614560,1897
614566,1441
614566,1418
614566,2033
614566,1628
614569,1496
614569,1604
614570,2033
614570,1628
614575,1603
614575,1497
614581,1573
614581,1501
614581,1580
614583,2820
614583,1581
614583,1502
614583,1572
614585,1407
614586,1581
614586,1502
614586,1572
614588,1578
614588,2817
614588,1531
614589,1407
614589,2818
614589,1617
614589,1581
614589,1502
614589,1572
614591,1531
614596,1542
614597,1548
614597,1420
614597,3521
614600,1541
614605,3522
614605,1419
614605,1547
614613,1531
614613,1408
614614,3523
614614,1418
614614,2031
614614,1897
614615,1409
614615,1542
614615,3523
614615,1418
614615,2031
614615,1897
614617,1897
614618,1897
614618,2034
614618,1417
614618,3521
614619,1407
614624,2033
614624,1570
614624,1628
614627,1629
614627,2034
614627,1417
614627,3521
614627,1397
614628,1629
614630,1398
614630,3522
614630,1418
614630,2033
614630,1570
614630,1628
614640,1746
614640,1655
614640,1420
614642,1573
614642,1501
614644,1581
614644,1502
614644,1573
618120,449
618120,472
618120,3269
618120,3276
618120,3316
618121,3308
618121,26
618122,27
618122,3287
618122,3300
618123,3305
618123,3269
618123,471
618123,3514
618124,515
618124,518
618124,27
618124,3287
618124,3313
618125,3280
618125,3308
618125,26
618126,449
618126,472
618126,3269
618126,3304
618126,3276
618127,3305
618127,3274
618127,3269
618127,471
618127,3514
618128,3276
618129,3305
618130,449
618130,472
618130,3269
618130,3276
618130,3341
618130,3316
618131,449
618131,472
618131,3302
618131,3332
618132,3308
618132,3271
618132,26
618134,515
618134,518
618134,27
618134,3287
618134,3313
618134,3300
618135,515
618135,518
618135,27
618135,3271
618135,3287
618135,3313
618136,3300
618136,3280
618136,3308
618137,515
618137,518
618137,27
618137,3287
618137,3313
618137,3300
618138,3322
618138,3280
618138,3308
618138,26
618139,3322
618139,3367
618139,3300
618139,3280
618139,3308
618139,26
618140,515
618140,518
618140,27
618140,3287
618140,3313
618141,515
618141,518
618141,27
618141,3287
618141,3313
618142,3300
618142,3280
618142,3308
618142,26
618143,3341
618143,3300
618143,3280
618143,3308
618143,26
618146,449
618146,472
618146,3269
618146,3304
618146,3276
618148,471
618148,3514
618149,449
618149,472
618149,3349
618150,3270
618150,3305
618150,3274
618150,3269
618150,471
618150,3514
618151,3276
618152,3332
618154,3276
618156,3300
618157,3331
618163,449
618163,472
618163,3269
618163,3276
618163,3316
618164,3308
618164,26
618165,27
618165,3287
618165,3300
618166,3305
618166,3269
618166,471
618166,3514
618167,515
618167,518
618167,27
618167,3287
618167,3313
618168,3280
618168,3308
618168,26
618169,449
618169,472
618169,3269
618169,3304
618169,3276
618170,3305
618170,3274
618170,3269
618170,471
618170,3514
618172,449
618172,472
618172,3302
618172,3332
618174,449
618174,472
618174,3349
618174,3276
618174,3316
618185,449
618185,472
618185,3349
618185,3304
618185,3276
618188,449
618188,472
618189,471
618189,3514
618190,449
618190,472
618190,3349
618192,711
618192,3422
618192,3607
618193,3608
618193,3415
618193,2828
618194,711
618194,3607
618194,3641
618194,3027
618195,3640
618195,3608
618195,3415
618195,2828
618196,3420
618196,2782
618196,3640
618196,777
618196,2115
618197,2114
618197,3611
618197,2781
618197,3415
618198,2305
618198,3646
618198,3036
618198,1979
618198,1702
618198,3666
618198,3722
618199,3667
618199,1703
618199,1731
618199,3037
618199,3647
618199,2274
618200,3604
618201,3689
618201,1093
618201,3620
618201,3617
618201,3603
618201,3598
618201,3415
618202,3720
618202,3657
618202,3668
618202,1979
618202,1702
618202,2076
618202,3717
618202,3674
618203,3673
618203,1082
618203,1703
618203,3668
618203,1979
618203,3670
618203,3658
618203,3720
618203,3415
618204,616
618204,1248
618204,711
618204,2279
618204,3597
618204,3604
618204,3601
618204,3663
618204,1083
618205,3600
618205,3603
618205,3596
618205,3415
618205,2828
618205,1819
618206,616
618206,1248
618206,711
618206,2279
618206,3597
618206,3604
618207,3600
618207,3603
618207,3596
618207,3415
618207,2828
618207,1819
618208,616
618208,1248
618208,711
618208,2279
618208,3597
618208,3604
618208,3616
618209,3617
618209,3603
618209,3596
618209,3415
618209,2828
618209,1819
618210,711
618210,3422
618210,3607
618210,3641
618210,3621
618211,711
618211,3422
618211,3607
618211,3641
618213,3640
618213,3608
618213,3415
618213,2828
618214,3640
618214,3608
618215,3608
618215,3415
618215,2828
618216,3620
618216,3640
618216,3608
618216,3415
618216,2828
618217,3620
618217,3640
618217,3608
618217,3415
618217,2828
618220,3640
618220,3608
618220,3415
618220,2828
618221,711
618221,3607
618221,3641
618221,3027
618222,3640
618222,3608
618222,3415
618222,2828
618223,1297
618223,3640
618223,3608
618223,3415
618223,2828
618224,2782
618224,3641
618225,3420
618225,2782
618225,3026
618225,3640
618225,777
618226,3420
618226,2782
618227,2782
618228,2782
618228,3641
618229,2114
618229,3611
618229,2781
618229,3415
618230,2114
618230,3611
618230,2781
618230,3415
618231,2114
618231,3611
618231,2781
618231,3415
618232,2114
618232,3611
618232,2781
618233,2114
618233,2781
618233,3415
618234,2114
618234,2781
618234,3415
618235,2781
618235,3415
618236,2781
618236,3415
618238,3421
618238,2305
618238,3646
618238,3036
618238,1979
618238,1702
618238,3666
618238,3722
618239,3421
618239,2305
618239,3646
618239,3645
618239,3722
618239,3643
618240,2305
618240,3646
618240,3645
618240,3722
618240,3643
618241,2305
618241,3646
618241,3645
618241,3722
618241,3643
618242,3667
618242,1703
618242,1731
618242,3037
618242,3647
618242,2274
618243,3667
618243,1703
618243,1731
618243,3037
618243,3647
618243,2274
618243,3415
618244,3667
618244,1703
618244,1731
618244,3037
618244,3647
618244,2274
618244,3420
618245,3721
618245,3644
618245,3647
618245,2274
618245,3415
618246,3667
618247,3415
618248,3601
618248,3654
618250,3599
618250,3604
618251,3599
618251,3604
618252,3604
618253,3604
618254,3617
618255,3421
618255,3657
618255,3669
618255,1702
618255,2076
618255,3064
618255,3717
618255,3674
618257,3657
618257,1979
618257,1702
618259,3669
618259,1702
618260,711
618260,3669
618260,1702
618261,1081
618261,2076
618261,3064
618261,3717
618261,3674
618262,3421
618262,3720
618262,3657
618262,3669
618262,1702
618262,2076
618262,3717
618262,3674
618263,3720
618263,3657
618263,3669
618263,1702
618263,2076
618263,3717
618263,3674
618264,3244
618264,3720
618264,3657
618264,3668
618264,1979
618264,1702
618264,2076
618264,3717
618264,3674
618265,3245
618265,3415
618266,3673
618266,1082
618266,3670
618266,3658
618266,3720
618266,3415
618267,3673
618267,1082
618267,3670
618267,3658
618267,3720
618268,3673
618268,2077
618268,1082
618268,3670
618268,3658
618268,3720
618269,3673
618269,2077
618269,1082
618269,3670
618269,3658
618269,3720
618269,3415
618274,3673
618274,1082
618275,3673
618275,1082
618276,616
618276,1248
618276,711
618276,2279
618276,3597
618276,3604
618276,3601
618276,3663
618276,1083
618278,616
618278,1248
618278,711
618280,616
618280,1248
618280,711
618281,616
618281,1248
618281,711
618281,2279
618281,3597
618281,3604
618281,3601
618283,616
618283,1248
618283,711
618283,2279
618283,3597
618283,3604
618283,3601
618283,3664
618283,3614
618283,3660
618283,1082
618284,3600
618284,3603
618284,3596
618284,3415
618284,2828
618284,1819
618285,3415
618285,2828
618285,1819
618287,1081
618287,3665
618287,3600
618287,3603
618287,3596
618287,3415
618287,2828
618287,1819
618288,1200
618288,3662
618288,3603
618288,3596
618288,3415
618288,2828
618288,1819
618289,1200
618289,3662
618289,3600
618289,3603
618289,3596
618289,3415
618289,2828
618289,1819
618290,1200
618290,3662
618290,3600
618290,3603
618290,3596
618290,3415
618290,2828
618290,1819
618291,1200
618291,3662
618291,3600
618291,3616
618291,3603
618291,3596
618291,3415
618291,2828
618291,1819
618292,1200
618292,3662
618292,3600
618292,3616
618292,3603
618292,3596
618292,3415
618292,2828
618292,1819
618293,616
618293,1248
618293,711
618293,2279
618293,3597
618293,3604
618294,3600
618294,3616
618294,3603
618294,3596
618294,3415
618294,2828
618294,1819
618295,616
618295,1248
618295,711
618295,2279
618295,3597
618295,3604
618297,3617
618297,3603
618297,3596
618297,3415
618297,2828
618297,1819
618298,616
618298,1248
618298,711
618298,2279
618298,3597
618298,3604
618299,616
618299,1248
618299,711
618299,2279
618299,3597
618299,3604
618299,3616
618300,616
618300,1248
618300,711
618300,2279
618300,3597
618300,3604
618301,616
618301,1248
618301,711
618301,2279
618301,3597
618301,3604
618302,3617
618302,3603
618302,3596
618302,3415
618302,2828
618302,1819
618303,3617
618303,3616
618303,3603
618303,3596
618303,3415
618303,2828
618303,1819
618304,3617
618304,3603
618304,3596
618304,3415
618304,2828
618304,1819
618305,711
618305,3422
618305,3607
618306,3608
618306,3415
618306,2828
618311,616
618311,1248
618311,711
618311,2279
618311,3597
618311,3604
618311,3601
618311,3663
618311,1083
618312,3600
618312,3603
618312,3596
618312,3415
618312,2828
618312,1819
618313,616
618313,1248
618313,711
618313,2279
618313,3597
618313,3604
618314,3600
618314,3603
618314,3596
618314,3415
618314,2828
618314,1819
618315,616
618315,1248
618315,711
618315,2279
618315,3597
618315,3604
618315,3616
618322,3608
618322,3415
618322,2828
618325,711
618325,3422
618325,3607
618325,3641
618325,3027
618326,3026
618326,3608
618326,3415
618326,2828
618329,3420
618329,2782
618330,2782
618338,2781
618338,3415
618340,2781
618340,3415
618342,3421
618342,3657
618342,1979
618342,1702
618342,3706
618342,2076
618342,3064
618342,3717
618342,3674
618344,3421
618344,3657
618344,3669
618344,1702
618348,3421
618348,3720
618348,3657
618348,3669
618348,1702
618348,2076
618348,3717
618348,3674
618355,3673
618355,2077
618355,1082
618355,3670
618355,3658
618355,3720
618355,3415
618356,3673
618356,2077
618356,1082
618356,3670
618356,3658
618356,3720
618356,3415
618357,3673
618357,1082
618357,1703
618357,3668
618357,1979
618357,3670
618357,3658
618357,3720
618357,3415
618358,3673
618358,1082
618358,3668
618358,1979
618358,3670
618358,3658
618358,3415
618359,3673
618359,1082
618359,3670
618359,3720
618359,3415
618362,616
618362,1248
618362,711
618362,2279
618362,3597
618362,3604
618362,3601
618362,3663
618362,1083
618363,2279
618363,3597
618363,3604
618363,3601
618363,3663
618363,1083
618365,616
618365,1248
618365,711
618368,616
618368,1248
618368,711
618368,2279
618368,3597
618368,3604
618368,3616
618368,3601
618368,3663
618368,1083
618369,616
618369,1248
618369,711
618369,2279
618369,3597
618369,3604
618369,3601
618369,3664
618369,3614
618369,3660
618369,1082
618372,3600
618372,3603
618372,3596
618372,3415
618372,2828
618372,1819
618375,1200
618375,3662
618375,3600
618375,3603
618375,3596
618375,3415
618375,2828
618375,1819
618376,1200
618376,3662
618376,3600
618376,3603
618376,3596
618376,3415
618376,2828
618376,1819
618379,616
618379,1248
618379,711
618379,2279
618379,3597
618379,3604
618380,3600
618380,3616
618380,3603
618380,3596
618380,3415
618380,2828
618380,1819
618383,3617
618383,3603
618383,3596
618383,3415
618383,2828
618383,1819
618384,616
618384,1248
618384,711
618384,2279
618384,3597
618384,3604
618391,2506
618391,3422
618391,2013
618391,761
618392,760
618392,1230
618392,2711
618392,3419
618392,735
618392,2935
618392,2646
618393,526
618393,538
618394,539
618394,527
618395,3421
618395,2275
618396,2276
618396,3415
618396,2771
618397,3134
618397,3132
618397,458
618397,3514
618397,317
618397,281
618397,3490
618398,3489
618398,2863
618398,316
618398,447
618398,1249
618398,3134
618399,2863
618399,316
618399,1249
618399,3134
618400,3134
618400,3132
618400,458
618400,3514
618400,317
618400,281
618400,1906
618401,518
618401,436
618401,3134
618402,469
618402,2905
618402,435
618402,1011
618403,1218
618403,1219
618403,472
618404,475
618404,471
618404,463
618404,458
618405,480
618405,2035
618405,350
618406,343
618406,349
618406,1215
618406,481
618408,896
618408,1215
618408,481
618410,18
618410,896
618410,1215
618410,481
618411,3412
618411,3547
618411,256
618411,1151
618411,305
618411,324
618412,323
618412,304
618412,2855
618412,255
618412,1759
618412,3416
618413,553
618413,1742
618413,3517
618413,480
618414,481
618414,3526
618414,1743
618414,554
618415,666
618415,212
618415,255
618415,271
618415,281
618416,2861
618416,1149
618416,256
618416,1142
618416,824
618417,1215
618417,481
618417,3104
618417,243
618417,255
618417,2972
618417,2976
618418,2977
618418,2973
618418,256
618418,244
618418,3103
618418,480
618418,2035
618419,16
618419,256
618419,1151
618419,494
618419,508
618419,3102
618419,509
618419,546
618419,613
618419,619
618419,637
618420,673
618420,639
618420,620
618420,1819
618420,1330
618420,508
618420,3102
618420,509
618420,1154
618420,255
618420,15
618421,1230
618421,3415
618421,2828
618421,1819
618421,1330
618421,3107
618421,2816
618421,1154
618421,281
618422,1151
618422,494
618422,2815
618422,3102
618422,509
618422,841
618422,1248
618422,711
618423,216
618423,226
618423,240
618423,305
618423,781
618424,782
618424,304
618424,242
618424,884
618424,217
618425,378
618425,323
618425,480
618425,1219
618425,3134
618426,3134
618426,463
618426,481
618426,324
618426,2341
618427,3412
618427,1306
618427,2863
618427,781
618427,2527
618428,2528
618428,782
618428,2855
618428,1174
618428,3416
618428,116
618429,378
618429,2816
618429,546
618429,1741
618429,711
618429,2305
618430,2274
618430,3415
618430,2828
618430,1740
618430,2815
618430,324
618430,2342
618431,38
618431,255
618432,256
618432,244
618433,255
618433,271
618433,281
618433,378
618434,2342
618434,2861
618434,1149
618434,256
618435,637
618435,656
618435,3517
618435,480
618436,481
618436,3526
618436,1175
618436,638
618437,255
618437,261
618437,179
618437,165
618438,164
618438,2977
618438,180
618438,256
618439,1160
618439,651
618439,656
618439,508
618439,3106
618439,509
618439,782
618440,323
618440,508
618440,3106
618440,509
618440,2816
618440,1175
618440,650
618440,665
618441,324
618441,3138
618441,3402
618441,3406
618441,3405
618441,3404
618441,3403
618442,3405
618442,3404
618442,3402
618442,3403
618442,864
618442,323
618443,2274
618443,3415
618443,2828
618443,1819
618443,2028
618443,884
618443,212
618444,1142
618444,228
618444,1176
618444,1248
618444,711
618444,2305
618445,636
618445,818
618445,242
618445,255
618445,3235
618446,256
618446,240
618446,1782
618446,639
618447,481
618447,3526
618447,1743
618447,554
618448,553
618448,1742
618448,3517
618448,480
618449,2863
618449,316
618449,2816
618449,1178
618449,613
618449,619
618450,635
618450,1819
618450,617
618450,2815
618450,317
618450,281
618451,636
618451,818
618451,241
618451,494
618451,781
618452,782
618452,952
618452,1782
618452,638
618453,635
618453,637
618453,666
618453,212
618453,255
618453,271
618453,2863
618454,284
618454,2861
618454,1149
618454,256
618454,1142
618454,824
618454,639
618454,620
618455,619
618455,637
618455,668
618455,2172
618456,2173
618456,667
618456,3413
618456,639
618456,620
618457,647
618457,639
618457,620
618457,1248
618457,711
618457,2305
618458,51
618458,2274
618458,3415
618458,2828
618458,613
618458,619
618458,638
618458,700
618459,637
618459,656
618459,242
618459,255
618460,256
618460,240
618460,1175
618460,1318
618460,636
618461,26
618461,445
618461,2119
618461,319
618461,2855
618461,255
618462,256
618462,1151
618462,318
618462,447
618462,27
618463,38
618463,255
618464,256
618464,244
618465,242
618465,884
618465,217
618465,212
618465,3547
618465,2884
618466,251
618466,1759
618466,1142
618466,216
618466,226
618466,240
618467,636
618467,818
618467,508
618467,3106
618467,509
618467,396
618468,864
618468,323
618468,508
618468,3106
618468,509
618468,2816
618468,1782
618468,638
618469,546
618469,1178
618469,1248
618469,711
618470,3415
618470,2828
